experiment_id,status,phase,protocol,algorithm,training_seed,episodes,learning_rate,target_update_freq,target_update_unit,epsilon_start,epsilon_min,epsilon_decay,epsilon_decay_unit,replay_capacity,batch_size,gamma,training_env_seed_base,training_env_seed_last,training_action_space_seed,holdout_env_seed_base,holdout_env_seed_last,holdout_action_space_seed,mean_reward,solved_count,solved_rate_pct,low_score_count,low_score_rate_pct,mean_length,timeout_count,source_branch,source_commit,run_directory,error
deterministic-deep-d3qn-seed44,succeeded,completed,deterministic_harness,deep_d3qn,44,1000,0.0005,1000,learning_optimizer_updates,1.0,0.01,0.995,episode,10000,64,0.99,20044,21043,21044,30044,30046,40044,208.929,112,74.67,4,2.67,341.68,11,experiment/deterministic-vanilla-search,133b7c315f64eda25f798ec2cfbbec319041fe62,/mnt/e/uni/ai/project/runs/deep-d3qn-seed44-replication-suite-20260728T232223819431Z/deterministic-deep-d3qn-seed44-20260728T232223819431Z,
