experiment_id,status,phase,protocol,algorithm,training_seed,episodes,learning_rate,target_update_freq,target_update_unit,epsilon_start,epsilon_min,epsilon_decay,epsilon_decay_unit,replay_capacity,batch_size,gamma,training_env_seed_base,training_env_seed_last,training_action_space_seed,holdout_env_seed_base,holdout_env_seed_last,holdout_action_space_seed,mean_reward,solved_count,solved_rate_pct,low_score_count,low_score_rate_pct,mean_length,timeout_count,source_branch,source_commit,run_directory,error
deterministic-deep-d3qn-seed42,succeeded,completed,deterministic_harness,deep_d3qn,42,1000,0.0005,1000,learning_optimizer_updates,1.0,0.01,0.995,episode,10000,64,0.99,20042,21041,21042,30042,30043,40042,265.0437,143,95.33,0,0.0,246.9,3,experiment/deterministic-vanilla-search,8ada1525507738fd2e9460a86e359b8a09c78457,/mnt/e/uni/ai/project/runs/deep-d3qn-seed42-rescue-suite-20260728T230445902051Z/deterministic-deep-d3qn-seed42-20260728T230445902051Z,
